book	chapter	verse	syriac_text	transliteration
Romans	4	11	ܐܬܐ ܗܘ ܓܝܪ ܫܩܠܗ ܠܓܙܘܪܬܐ ܘܚܬܡܐ ܕܟܐܢܘܬܐ ܕܗܝܡܢܘܬܗ ܕܒܥܘܪܠܘܬܐ ܕܢܗܘܐ ܐܒܐ ܠܟܠܗܘܢ ܐܝܠܝܢ ܕܡܗܝܡܢܝܢ ܡܢ ܥܘܪܠܘܬܐ ܕܬܬܚܫܒ ܐܦ ܠܗܘܢ ܠܟܐܢܘ	>T> HW GJR CQLH LGZWRT> WXTM> DK>NWT> DHJMNWTH DB<WRLWT> DNHW> >B> LKLHWN >JLJN DMHJMNJN MN <WRLWT> DTTXCB >P LHWN LK>NW
Romans	4	12	ܘܐܒܐ ܠܓܙܘܪܬܐ ܠܐ ܗܘܐ ܠܐܝܠܝܢ ܕܡܢ ܓܙܘܪܬܐ ܐܢܘܢ ܒܠܚܘܕ ܐܠܐ ܐܦ ܠܐܝܠܝܢ ܕܫܠܡܝܢ ܠܥܩܒܬܐ ܕܗܝܡܢܘܬܐ ܕܥܘܪܠܘܬܐ ܕܐܒܘܢ ܐܒܪܗܡ	W>B> LGZWRT> L> HW> L>JLJN DMN GZWRT> >NWN BLXWD >L> >P L>JLJN DCLMJN L<QBT> DHJMNWT> D<WRLWT> D>BWN >BRHM
Romans	4	13	ܠܐ ܗܘܐ ܓܝܪ ܒܢܡܘܣܐ ܗܘܐ ܡܘܠܟܢܐ ܠܐܒܪܗܡ ܘܠܙܪܥܗ ܕܢܗܘܐ ܝܪܬܐ ܠܥܠܡܐ ܐܠܐ ܒܟܐܢܘܬܐ ܕܗܝܡܢܘܬܗ	L> HW> GJR BNMWS> HW> MWLKN> L>BRHM WLZR<H DNHW> JRT> L<LM> >L> BK>NWT> DHJMNWTH
Romans	4	14	ܐܠܘ ܓܝܪ ܗܠܝܢ ܕܡܢ ܢܡܘܣܐ ܗܘܘ ܝܪܬܐ ܣܪܝܩܐ ܗܘܬ ܗܝܡܢܘܬܐ ܘܡܒܛܠ ܗܘܐ ܡܘܠܟܢܐ	>LW GJR HLJN DMN NMWS> HWW JRT> SRJQ> HWT HJMNWT> WMBVL HW> MWLKN>
Romans	4	15	ܢܡܘܣܐ ܓܝܪ ܡܥܒܕܢܐ ܗܘ ܕܪܘܓܙܐ ܟܪ ܕܠܝܬ ܓܝܪ ܢܡܘܣܐ ܐܦܠܐ ܥܒܪ ܢܡܘܣܐ	NMWS> GJR M<BDN> HW DRWGZ> KR DLJT GJR NMWS> >PL> <BR NMWS>
Romans	4	16	ܡܛܠ ܗܢܐ ܒܗܝܡܢܘܬܐ ܕܒܛܝܒܘܬܐ ܢܙܕܕܩ ܘܢܗܘܐ ܫܪܝܪ ܡܘܠܟܢܐ ܠܟܠܗ ܙܪܥܗ ܠܐ ܠܐܝܢܐ ܕܡܢ ܢܡܘܣܐ ܗܘ ܒܠܚܘܕ ܐܠܐ ܐܦ ܠܐܝܢܐ ܕܡܢ ܗܝܡܢܘܬܐ ܗܘ ܕܐܒܪܗܡ ܕܐܝܬܘܗܝ ܐܒܐ ܕܟܠܢ	MVL HN> BHJMNWT> DBVJBWT> NZDDQ WNHW> CRJR MWLKN> LKLH ZR<H L> L>JN> DMN NMWS> HW BLXWD >L> >P L>JN> DMN HJMNWT> HW D>BRHM D>JTWHJ >B> DKLN
Romans	4	17	ܐܝܟܢܐ ܕܟܬܝܒ ܕܣܡܬܟ ܐܒܐ ܠܣܘܓܐܐ ܕܥܡܡܐ ܩܕܡ ܐܠܗܐ ܗܘ ܕܗܝܡܢܬ ܒܗ ܕܡܚܐ ܡܝܬܐ ܘܩܪܐ ܠܐܝܠܝܢ ܕܠܐ ܐܝܬܝܗܘܢ ܐܝܟ ܐܝܬܝܗܘܢ	>JKN> DKTJB DSMTK >B> LSWG>> D<MM> QDM >LH> HW DHJMNT BH DMX> MJT> WQR> L>JLJN DL> >JTJHWN >JK >JTJHWN
Romans	4	18	ܘܕܠܐ ܣܒܪܐ ܠܣܒܪܐ ܗܝܡܢ ܕܢܗܘܐ ܐܒܐ ܠܣܘܓܐܐ ܕܥܡܡܐ ܐܝܟ ܕܟܬܝܒ ܕܗܟܢܐ ܢܗܘܐ ܙܪܥܟ	WDL> SBR> LSBR> HJMN DNHW> >B> LSWG>> D<MM> >JK DKTJB DHKN> NHW> ZR<K
Romans	4	19	ܘܠܐ ܐܬܟܪܗ ܒܗܝܡܢܘܬܗ ܟܕ ܡܬܒܩܐ ܒܦܓܪܗ ܡܝܬܐ ܕܗܘܐ ܒܪ ܡܐܐ ܫܢܝܢ ܘܒܡܪܒܥܐ ܡܝܬܐ ܕܣܪܐ	WL> >TKRH BHJMNWTH KD MTBQ> BPGRH MJT> DHW> BR M>> CNJN WBMRB<> MJT> DSR>
Romans	4	20	ܘܒܡܘܠܟܢܐ ܕܐܠܗܐ ܠܐ ܐܬܦܠܓ ܐܝܟ ܚܣܝܪ ܗܝܡܢܘܬܐ ܐܠܐ ܐܬܚܝܠ ܒܗܝܡܢܘܬܐ ܘܝܗܒ ܬܫܒܘܚܬܐ ܠܐܠܗܐ	WBMWLKN> D>LH> L> >TPLG >JK XSJR HJMNWT> >L> >TXJL BHJMNWT> WJHB TCBWXT> L>LH>
Romans	4	21	ܘܐܫܪ ܕܡܕܡ ܕܡܠܟ ܠܗ ܐܠܗܐ ܡܫܟܚ ܠܡܓܡܪ	W>CR DMDM DMLK LH >LH> MCKX LMGMR
Romans	4	22	ܡܛܠ ܗܢܐ ܐܬܚܫܒܬ ܠܗ ܠܟܐܢܘ	MVL HN> >TXCBT LH LK>NW
Romans	4	23	ܘܠܐ ܗܘܐ ܡܛܠܬܗ ܒܠܚܘܕ ܐܬܟܬܒܬ ܗܕܐ ܕܐܬܚܫܒܬ ܗܝܡܢܘܬܗ ܠܟܐܢܘ	WL> HW> MVLTH BLXWD >TKTBT HD> D>TXCBT HJMNWTH LK>NW
Romans	4	24	ܐܠܐ ܐܦ ܡܛܠܬܢ ܕܐܦܠܢ ܥܬܝܕ ܗܘ ܕܢܚܫܘܒ ܐܝܠܝܢ ܕܗܝܡܢܢ ܒܡܢ ܕܐܩܝܡ ܠܡܪܢ ܝܫܘܥ ܡܫܝܚܐ ܡܢ ܒܝܬ ܡܝܬܐ	>L> >P MVLTN D>PLN <TJD HW DNXCWB >JLJN DHJMNN BMN D>QJM LMRN JCW< MCJX> MN BJT MJT>
Romans	4	25	ܕܗܘ ܐܫܬܠܡ ܡܛܠ ܚܛܗܝܢ ܘܩܡ ܡܛܠ ܕܢܙܕܩܢ	DHW >CTLM MVL XVHJN WQM MVL DNZDQN
Romans	5	1	ܡܛܠ ܕܐܙܕܕܩܢ ܗܟܝܠ ܒܗܝܡܢܘܬܐ ܢܗܘܐ ܠܢ ܫܠܡܐ ܠܘܬ ܐܠܗܐ ܒܡܪܢ ܝܫܘܥ ܡܫܝܚܐ	MVL D>ZDDQN HKJL BHJMNWT> NHW> LN CLM> LWT >LH> BMRN JCW< MCJX>
Romans	5	2	ܕܒܗ ܐܬܩܪܒܢ ܒܗܝܡܢܘܬܐ ܠܛܝܒܘܬܐ ܗܕܐ ܕܒܗ ܩܝܡܝܢܢ ܘܡܫܬܒܗܪܝܢܢ ܒܣܒܪܐ ܕܬܫܒܘܚܬܗ ܕܐܠܗܐ	DBH >TQRBN BHJMNWT> LVJBWT> HD> DBH QJMJNN WMCTBHRJNN BSBR> DTCBWXTH D>LH>
Romans	5	3	ܘܠܐ ܗܟܢܐ ܒܠܚܘܕ ܐܠܐ ܐܦ ܒܐܘܠܨܢܝܢ ܡܫܬܒܗܪܝܢܢ ܕܝܕܥܝܢܢ ܕܐܘܠܨܢܐ ܡܣܝܒܪܢܘܬܐ ܓܡܪ ܒܢ	WL> HKN> BLXWD >L> >P B>WLYNJN MCTBHRJNN DJD<JNN D>WLYN> MSJBRNWT> GMR BN
Romans	5	4	ܘܡܣܝܒܪܢܘܬܐ ܒܘܩܝܐ ܘܒܘܩܝܐ ܣܒܪܐ	WMSJBRNWT> BWQJ> WBWQJ> SBR>
Romans	5	5	ܣܒܪܐ ܕܝܢ ܠܐ ܡܒܗܬ ܡܛܠ ܕܚܘܒܗ ܕܐܠܗܐ ܡܫܦܥ ܥܠ ܠܒܘܬܢ ܒܪܘܚܐ ܕܩܘܕܫܐ ܕܐܬܝܗܒܬ ܠܢ	SBR> DJN L> MBHT MVL DXWBH D>LH> MCP< <L LBWTN BRWX> DQWDC> D>TJHBT LN
Romans	5	6	ܐܢ ܕܝܢ ܡܫܝܚܐ ܡܛܠ ܟܪܝܗܘܬܢ ܒܙܒܢܐ ܗܢܐ ܚܠܦ ܪܫܝܥܐ ܡܝܬ	>N DJN MCJX> MVL KRJHWTN BZBN> HN> XLP RCJ<> MJT
Romans	5	7	ܠܡܚܣܢ ܓܝܪ ܐܢܫ ܚܠܦ ܪܫܝܥܐ ܡܐܬ ܚܠܦ ܛܒܐ ܓܝܪ ܛܟ ܡܡܪܚ ܐܢܫ ܠܡܡܬ	LMXSN GJR >NC XLP RCJ<> M>T XLP VB> GJR VK MMRX >NC LMMT
Romans	5	8	ܗܪܟܐ ܡܚܘܐ ܐܠܗܐ ܚܘܒܗ ܕܠܘܬܢ ܕܐܢ ܟܕ ܚܛܝܐ ܐܝܬܝܢ ܗܘܝܢ ܡܫܝܚܐ ܚܠܦܝܢ ܡܝܬ	HRK> MXW> >LH> XWBH DLWTN D>N KD XVJ> >JTJN HWJN MCJX> XLPJN MJT
Romans	5	9	ܟܡܐ ܗܟܝܠ ܝܬܝܪܐܝܬ ܢܙܕܕܩ ܗܫܐ ܒܕܡܗ ܘܒܗ ܢܬܦܨܐ ܡܢ ܪܘܓܙܐ	KM> HKJL JTJR>JT NZDDQ HC> BDMH WBH NTPY> MN RWGZ>
Romans	5	10	ܐܢ ܓܝܪ ܟܕ ܐܝܬܝܢ ܒܥܠܕܒܒܐ ܐܬܪܥܝ ܥܡܢ ܐܠܗܐ ܒܡܘܬܐ ܕܒܪܗ ܟܡܐ ܗܟܝܠ ܝܬܝܪܐܝܬ ܒܬܪܥܘܬܗ ܢܚܐ ܒܚܝܘܗܝ	>N GJR KD >JTJN B<LDBB> >TR<J <MN >LH> BMWT> DBRH KM> HKJL JTJR>JT BTR<WTH NX> BXJWHJ
Romans	5	11	ܘܠܐ ܗܟܢܐ ܒܠܚܘܕ ܐܠܐ ܐܦ ܢܫܬܒܗܪ ܒܐܠܗܐ ܒܝܕ ܡܪܢ ܝܫܘܥ ܡܫܝܚܐ ܕܒܗ ܗܘ ܗܫܐ ܩܒܠܢ ܬܪܥܘܬܐ	WL> HKN> BLXWD >L> >P NCTBHR B>LH> BJD MRN JCW< MCJX> DBH HW HC> QBLN TR<WT>
Romans	5	12	ܐܝܟܢܐ ܓܝܪ ܕܒܝܕ ܚܕ ܒܪܢܫܐ ܥܠܬ ܚܛܝܬܐ ܠܥܠܡܐ ܘܒܝܕ ܚܛܝܬܐ ܡܘܬܐ ܘܗܟܢܐ ܒܟܠܗܘܢ ܒܢܝ ܐܢܫܐ ܥܒܪ ܡܘܬܐ ܒܗܝ ܕܟܠܗܘܢ ܚܛܘ	>JKN> GJR DBJD XD BRNC> <LT XVJT> L<LM> WBJD XVJT> MWT> WHKN> BKLHWN BNJ >NC> <BR MWT> BHJ DKLHWN XVW
Romans	5	13	ܥܕܡܐ ܓܝܪ ܠܢܡܘܣܐ ܚܛܝܬܐ ܟܕ ܐܝܬܝܗ ܗܘܬ ܒܥܠܡܐ ܠܐ ܚܫܝܒܐ ܗܘܬ ܚܛܝܬܐ ܡܛܠ ܕܠܝܬ ܗܘܐ ܢܡܘܣܐ	<DM> GJR LNMWS> XVJT> KD >JTJH HWT B<LM> L> XCJB> HWT XVJT> MVL DLJT HW> NMWS>
Romans	5	14	ܐܠܐ ܐܡܠܟ ܡܘܬܐ ܡܢ ܐܕܡ ܘܥܕܡܐ ܠܡܘܫܐ ܐܦ ܥܠ ܐܝܠܝܢ ܕܠܐ ܚܛܘ ܒܕܡܘܬܐ ܕܥܒܪ ܢܡܘܣܗ ܕܐܕܡ ܗܘ ܕܐܝܬܘܗܝ ܕܡܘܬܐ ܕܗܘ ܕܥܬܝܕ	>L> >MLK MWT> MN >DM W<DM> LMWC> >P <L >JLJN DL> XVW BDMWT> D<BR NMWSH D>DM HW D>JTWHJ DMWT> DHW D<TJD
Romans	5	15	ܐܠܐ ܠܐ ܗܘܐ ܐܝܟ ܫܘܪܥܬܐ ܗܟܢܐ ܡܘܗܒܬܐ ܐܢ ܓܝܪ ܡܛܠ ܫܘܪܥܬܗ ܕܚܕ ܣܓܝܐܐ ܡܝܬܘ ܟܡܐ ܗܟܝܠ ܝܬܝܪܐܝܬ ܛܝܒܘܬܗ ܕܐܠܗܐ ܘܡܘܗܒܬܗ ܡܛܠ ܚܕ ܒܪܢܫܐ ܝܫܘܥ ܡܫܝܚܐ ܒܣܓܝܐܐ ܬܬܝܬܪ	>L> L> HW> >JK CWR<T> HKN> MWHBT> >N GJR MVL CWR<TH DXD SGJ>> MJTW KM> HKJL JTJR>JT VJBWTH D>LH> WMWHBTH MVL XD BRNC> JCW< MCJX> BSGJ>> TTJTR
Romans	5	16	ܘܠܐ ܐܝܟ ܣܟܠܘܬܐ ܕܚܕ ܗܟܢܐ ܡܘܗܒܬܐ ܕܝܢܐ ܓܝܪ ܕܗܘܐ ܡܢ ܚܕ ܠܚܘܝܒܐ ܗܘܐ ܡܘܗܒܬܐ ܕܝܢ ܡܢ ܚܛܗܐ ܣܓܝܐܐ ܗܘܬ ܠܟܐܢܘ	WL> >JK SKLWT> DXD HKN> MWHBT> DJN> GJR DHW> MN XD LXWJB> HW> MWHBT> DJN MN XVH> SGJ>> HWT LK>NW
Romans	5	17	ܐܢ ܓܝܪ ܡܛܠ ܣܟܠܘܬܐ ܕܚܕ ܐܡܠܟ ܡܘܬܐ ܝܬܝܪܐܝܬ ܐܝܠܝܢ ܕܢܣܒܘ ܣܘܓܐܐ ܕܛܝܒܘܬܐ ܘܕܡܘܗܒܬܐ ܘܕܟܐܢܘܬܐ ܒܚܝܐ ܢܡܠܟܘܢ ܒܝܕ ܚܕ ܝܫܘܥ ܡܫܝܚܐ	>N GJR MVL SKLWT> DXD >MLK MWT> JTJR>JT >JLJN DNSBW SWG>> DVJBWT> WDMWHBT> WDK>NWT> BXJ> NMLKWN BJD XD JCW< MCJX>
Romans	5	18	ܐܟܙܢܐ ܗܟܝܠ ܕܡܛܠ ܣܟܠܘܬܐ ܕܚܕ ܗܘܐ ܚܘܝܒܐ ܠܟܠܗܘܢ ܒܢܝܢܫܐ ܗܟܢܐ ܡܛܠ ܟܐܢܘܬܐ ܕܚܕ ܬܗܘܐ ܙܟܘܬܐ ܠܚܝܐ ܠܟܠܗܘܢ ܒܢܝܢܫܐ	>KZN> HKJL DMVL SKLWT> DXD HW> XWJB> LKLHWN BNJNC> HKN> MVL K>NWT> DXD THW> ZKWT> LXJ> LKLHWN BNJNC>
Romans	5	19	ܐܝܟܢܐ ܓܝܪ ܕܡܛܠ ܠܐ ܡܫܬܡܥܢܘܬܗ ܕܚܕ ܒܪܢܫܐ ܚܛܝܐ ܣܓܝܐܐ ܗܘܘ ܗܟܢܐ ܐܦ ܡܛܠ ܡܫܬܡܥܢܘܬܗ ܕܚܕ ܣܓܝܐܐ ܟܐܢܐ ܗܘܝܢ	>JKN> GJR DMVL L> MCTM<NWTH DXD BRNC> XVJ> SGJ>> HWW HKN> >P MVL MCTM<NWTH DXD SGJ>> K>N> HWJN
Romans	5	20	ܡܥܠܢܐ ܕܝܢ ܕܗܘܐ ܠܢܡܘܣܐ ܕܬܣܓܐ ܚܛܝܬܐ ܘܟܪ ܕܣܓܝܬ ܚܛܝܬܐ ܬܡܢ ܐܬܝܬܪܬ ܛܝܒܘܬܐ	M<LN> DJN DHW> LNMWS> DTSG> XVJT> WKR DSGJT XVJT> TMN >TJTRT VJBWT>
Romans	5	21	ܕܐܝܟ ܕܐܡܠܟܬ ܚܛܝܬܐ ܒܡܘܬܐ ܗܟܢܐ ܬܡܠܟ ܛܝܒܘܬܐ ܒܟܐܢܘܬܐ ܠܚܝܐ ܕܠܥܠܡ ܒܝܕ ܡܪܢ ܝܫܘܥ ܡܫܝܚܐ	D>JK D>MLKT XVJT> BMWT> HKN> TMLK VJBWT> BK>NWT> LXJ> DL<LM BJD MRN JCW< MCJX>
Romans	6	1	ܡܢܐ ܗܟܝܠ ܢܐܡܪ ܢܩܘܐ ܒܗ ܒܚܛܝܬܐ ܕܛܝܒܘܬܐ ܬܬܝܬܪ	MN> HKJL N>MR NQW> BH BXVJT> DVJBWT> TTJTR
Romans	6	2	ܚܣ ܐܝܠܝܢ ܓܝܪ ܕܡܝܬܢ ܠܚܛܝܬܐ ܐܝܟܢܐ ܢܚܐ ܒܗ ܬܘܒ	XS >JLJN GJR DMJTN LXVJT> >JKN> NX> BH TWB
Romans	6	3	ܐܘ ܠܐ ܝܕܥܝܢ ܐܢܬܘܢ ܕܐܝܠܝܢ ܕܥܡܕܢ ܒܝܫܘܥ ܡܫܝܚܐ ܒܡܘܬܗ ܗܘ ܥܡܕܢ	>W L> JD<JN >NTWN D>JLJN D<MDN BJCW< MCJX> BMWTH HW <MDN
Romans	6	4	ܐܬܩܒܪܢ ܥܡܗ ܒܡܥܡܘܕܝܬܐ ܠܡܘܬܐ ܕܐܝܟܢܐ ܕܩܡ ܝܫܘܥ ܡܫܝܚܐ ܡܢ ܒܝܬ ܡܝܬܐ ܒܬܫܒܘܚܬܐ ܕܐܒܘܗܝ ܗܟܢܐ ܐܦ ܚܢܢ ܒܚܝܐ ܚܕܬܐ ܢܗܠܟ	>TQBRN <MH BM<MWDJT> LMWT> D>JKN> DQM JCW< MCJX> MN BJT MJT> BTCBWXT> D>BWHJ HKN> >P XNN BXJ> XDT> NHLK
Romans	6	5	ܐܢ ܓܝܪ ܐܟܚܕ ܐܬܢܨܒܢ ܥܡܗ ܒܕܡܘܬܐ ܕܡܘܬܗ ܗܟܢܐ ܐܦ ܒܩܝܡܬܗ ܢܗܘܐ	>N GJR >KXD >TNYBN <MH BDMWT> DMWTH HKN> >P BQJMTH NHW>
Romans	6	6	ܝܕܥܝܢܢ ܓܝܪ ܕܒܪܢܫܢ ܥܬܝܩܐ ܐܙܕܩܦ ܥܡܗ ܕܢܬܒܛܠ ܦܓܪܐ ܕܚܛܝܬܐ ܕܬܘܒ ܠܐ ܢܫܡܫ ܠܚܛܝܬܐ	JD<JNN GJR DBRNCN <TJQ> >ZDQP <MH DNTBVL PGR> DXVJT> DTWB L> NCMC LXVJT>
Romans	6	7	ܐܝܢܐ ܕܡܝܬ ܓܝܪ ܐܬܚܪܪ ܠܗ ܡܢ ܚܛܝܬܐ	>JN> DMJT GJR >TXRR LH MN XVJT>
Romans	6	8	ܐܢ ܗܟܝܠ ܡܝܬܢ ܥܡ ܡܫܝܚܐ ܢܗܝܡܢ ܕܥܡܗ ܥܡ ܡܫܝܚܐ ܢܚܐ	>N HKJL MJTN <M MCJX> NHJMN D<MH <M MCJX> NX>
Romans	6	9	ܝܕܥܝܢܢ ܓܝܪ ܕܡܫܝܚܐ ܩܡ ܡܢ ܒܝܬ ܡܝܬܐ ܘܬܘܒ ܠܐ ܡܐܬ ܘܡܘܬܐ ܠܐ ܡܫܬܠܛ ܒܗ	JD<JNN GJR DMCJX> QM MN BJT MJT> WTWB L> M>T WMWT> L> MCTLV BH
Romans	6	10	ܕܡܝܬ ܓܝܪ ܠܚܛܝܬܐ ܗܘ ܡܝܬ ܚܕܐ ܙܒܢ ܘܕܚܝ ܚܝ ܗܘ ܠܐܠܗܐ	DMJT GJR LXVJT> HW MJT XD> ZBN WDXJ XJ HW L>LH>
Romans	6	11	ܗܟܢܐ ܐܦ ܐܢܬܘܢ ܚܫܘܒܘ ܢܦܫܟܘܢ ܕܡܝܬܐ ܐܢܬܘܢ ܠܚܛܝܬܐ ܘܚܝܐ ܐܢܬܘܢ ܠܐܠܗܐ ܒܡܪܢ ܝܫܘܥ ܡܫܝܚܐ	HKN> >P >NTWN XCWBW NPCKWN DMJT> >NTWN LXVJT> WXJ> >NTWN L>LH> BMRN JCW< MCJX>
Romans	6	12	ܠܐ ܗܟܝܠ ܬܡܠܟ ܚܛܝܬܐ ܒܦܓܪܟܘܢ ܡܝܬܐ ܐܝܟ ܕܬܫܬܡܥܘܢ ܠܪܓܝܓܬܗ	L> HKJL TMLK XVJT> BPGRKWN MJT> >JK DTCTM<WN LRGJGTH
Romans	6	13	ܘܐܦ ܠܐ ܬܛܝܒܘܢ ܗܕܡܝܟܘܢ ܙܝܢܐ ܕܥܘܠܐ ܠܚܛܝܬܐ ܐܠܐ ܛܝܒܘ ܢܦܫܟܘܢ ܠܐܠܗܐ ܐܝܟ ܐܢܫܐ ܕܡܢ ܡܝܬܐ ܚܝܝܬܘܢ ܘܗܕܡܝܟܘܢ ܙܝܢܐ ܢܗܘܘܢ ܠܟܐܢܘܬܗ ܕܐܠܗܐ	W>P L> TVJBWN HDMJKWN ZJN> D<WL> LXVJT> >L> VJBW NPCKWN L>LH> >JK >NC> DMN MJT> XJJTWN WHDMJKWN ZJN> NHWWN LK>NWTH D>LH>
Romans	6	14	ܘܚܛܝܬܐ ܠܐ ܡܫܬܠܛܐ ܥܠܝܟܘܢ ܠܐ ܓܝܪ ܐܝܬܝܟܘܢ ܬܚܝܬ ܢܡܘܣܐ ܐܠܐ ܬܚܝܬ ܛܝܒܘܬܐ	WXVJT> L> MCTLV> <LJKWN L> GJR >JTJKWN TXJT NMWS> >L> TXJT VJBWT>
Romans	6	15	ܡܢܐ ܗܟܝܠ ܢܚܛܐ ܕܠܐ ܗܘܝܢ ܬܚܝܬ ܢܡܘܣܐ ܐܠܐ ܬܚܝܬ ܛܝܒܘܬܐ ܚܣ	MN> HKJL NXV> DL> HWJN TXJT NMWS> >L> TXJT VJBWT> XS
Romans	6	16	ܠܐ ܝܕܥܝܢ ܐܢܬܘܢ ܕܠܡܢ ܕܡܛܝܒܝܢ ܐܢܬܘܢ ܢܦܫܟܘܢ ܕܬܫܬܡܥܘܢ ܠܗ ܠܥܒܕܘܬܐ ܕܝܠܗ ܐܢܬܘܢ ܥܒܕܐ ܕܗܘ ܕܡܫܬܡܥܝܢ ܐܢܬܘܢ ܠܗ ܐܢ ܠܚܛܝܬܐ ܘܐܢ ܠܡܫܡܥ ܐܕܢܐ ܕܟܐܢܘܬܐ	L> JD<JN >NTWN DLMN DMVJBJN >NTWN NPCKWN DTCTM<WN LH L<BDWT> DJLH >NTWN <BD> DHW DMCTM<JN >NTWN LH >N LXVJT> W>N LMCM< >DN> DK>NWT>
Romans	6	17	ܛܝܒܘ ܕܝܢ ܠܐܠܗܐ ܕܥܒܕܐ ܗܘܝܬܘܢ ܕܚܛܝܬܐ ܘܐܫܬܡܥܬܘܢ ܡܢ ܠܒܐ ܠܕܡܘܬܐ ܕܝܘܠܦܢܐ ܕܐܫܬܠܡܬܘܢ ܠܗ	VJBW DJN L>LH> D<BD> HWJTWN DXVJT> W>CTM<TWN MN LB> LDMWT> DJWLPN> D>CTLMTWN LH
Romans	6	18	ܘܟܕ ܐܬܚܪܪܬܘܢ ܡܢ ܚܛܝܬܐ ܐܫܬܥܒܕܬܘܢ ܠܟܐܢܘܬܐ	WKD >TXRRTWN MN XVJT> >CT<BDTWN LK>NWT>
Romans	6	19	ܐܝܟ ܕܒܝܬ ܒܢܝܢܫܐ ܐܡܪ ܐܢܐ ܡܛܠ ܟܪܝܗܘܬܐ ܕܒܣܪܟܘܢ ܕܐܝܟܢܐ ܕܛܝܒܬܘܢ ܗܕܡܝܟܘܢ ܠܥܒܕܘܬܐ ܕܛܢܦܘܬܐ ܘܕܥܘܠܐ ܗܟܢܐ ܐܦ ܗܫܐ ܛܝܒܘ ܗܕܡܝܟܘܢ ܠܥܒܕܘܬܐ ܕܟܐܢܘܬܐ ܘܕܩܕܝܫܘܬܐ	>JK DBJT BNJNC> >MR >N> MVL KRJHWT> DBSRKWN D>JKN> DVJBTWN HDMJKWN L<BDWT> DVNPWT> WD<WL> HKN> >P HC> VJBW HDMJKWN L<BDWT> DK>NWT> WDQDJCWT>
Romans	6	20	ܟܕ ܥܒܕܐ ܗܘܝܬܘܢ ܓܝܪ ܕܚܛܝܬܐ ܡܚܪܪܐ ܗܘܝܬܘܢ ܠܟܐܢܘܬܐ	KD <BD> HWJTWN GJR DXVJT> MXRR> HWJTWN LK>NWT>
Romans	6	21	ܘܡܢܐ ܐܕܫܐ ܐܝܬ ܗܘܐ ܠܟܘܢ ܗܝܕܝܢ ܐܝܢܐ ܕܝܘܡܢܐ ܒܗܬܝܢ ܐܢܬܘܢ ܒܗ ܚܪܬܗ ܓܝܪ ܐܝܬܝܗ ܡܘܬܐ	WMN> >DC> >JT HW> LKWN HJDJN >JN> DJWMN> BHTJN >NTWN BH XRTH GJR >JTJH MWT>
Romans	6	22	ܘܗܫܐ ܕܐܬܚܪܪܬܘܢ ܡܢ ܚܛܝܬܐ ܘܗܘܝܬܘܢ ܥܒܕܐ ܠܐܠܗܐ ܐܝܬ ܠܟܘܢ ܦܐܪܐ ܩܕܝܫܐ ܕܚܪܬܗܘܢ ܚܝܐ ܕܠܥܠܡ	WHC> D>TXRRTWN MN XVJT> WHWJTWN <BD> L>LH> >JT LKWN P>R> QDJC> DXRTHWN XJ> DL<LM
Romans	6	23	ܬܐܓܘܪܬܐ ܕܝܢ ܕܚܛܝܬܐ ܡܘܬܐ ܗܘ ܘܡܘܗܒܬܗ ܕܐܠܗܐ ܚܝܐ ܕܠܥܠܡ ܒܡܪܢ ܝܫܘܥ ܡܫܝܚܐ	T>GWRT> DJN DXVJT> MWT> HW WMWHBTH D>LH> XJ> DL<LM BMRN JCW< MCJX>
Romans	7	1	ܐܘ ܠܐ ܝܕܥܝܢ ܐܢܬܘܢ ܐܚܝ ܠܝܕܥܝ ܢܡܘܣܐ ܓܝܪ ܡܡܠܠ ܐܢܐ ܕܢܡܘܣܐ ܫܠܝܛ ܗܘ ܥܠ ܓܒܪܐ ܟܡܐ ܕܚܝ	>W L> JD<JN >NTWN >XJ LJD<J NMWS> GJR MMLL >N> DNMWS> CLJV HW <L GBR> KM> DXJ
Romans	7	2	ܐܝܟ ܐܢܬܬܐ ܕܐܣܝܪܐ ܗܝ ܒܒܥܠܗ ܟܡܐ ܕܚܝ ܒܢܡܘܣܐ ܐܢ ܕܝܢ ܡܝܬ ܒܥܠܗ ܐܬܚܪܪܬ ܡܢ ܢܡܘܣܐ ܕܒܥܠܗ	>JK >NTT> D>SJR> HJ BB<LH KM> DXJ BNMWS> >N DJN MJT B<LH >TXRRT MN NMWS> DB<LH
Romans	7	3	ܐܢ ܕܝܢ ܟܕ ܚܝ ܒܥܠܗ ܬܩܦ ܠܓܒܪ ܐܚܪܝܢ ܗܘܬ ܠܗ ܓܝܪܬܐ ܐܢ ܕܝܢ ܢܡܘܬ ܒܥܠܗ ܐܬܚܪܪܬ ܡܢ ܢܡܘܣܐ ܘܠܐ ܐܝܬܝܗ ܓܝܪܬܐ ܐܢ ܬܗܘܐ ܠܓܒܪܐ ܐܚܪܢܐ	>N DJN KD XJ B<LH TQP LGBR >XRJN HWT LH GJRT> >N DJN NMWT B<LH >TXRRT MN NMWS> WL> >JTJH GJRT> >N THW> LGBR> >XRN>
