book	chapter	verse	greek_text	lemmatized_text
John	3	20	πᾶς γὰρ ὁ φαῦλα πράσσων μισεῖ τὸ φῶς καὶ οὐκ ἔρχεται πρὸς τὸ φῶς, ἵνα μὴ ἐλεγχθῇ τὰ ἔργα αὐτοῦ·	πᾶς γάρ ὁ φαῦλος πράσσω μισέω ὁ φῶς καί οὐ ἔρχομαι πρός ὁ φῶς ἵνα μή ἐλέγχω ὁ ἔργον αὐτός
John	3	21	ὁ δὲ ποιῶν τὴν ἀλήθειαν ἔρχεται πρὸς τὸ φῶς, ἵνα φανερωθῇ αὐτοῦ τὰ ἔργα ὅτι ἐν θεῷ ἐστιν εἰργασμένα.	ὁ δέ ποιέω ὁ ἀλήθεια ἔρχομαι πρός ὁ φῶς ἵνα φανερόω αὐτός ὁ ἔργον ὅτι ἐν θεός εἰμί ἐργάζομαι
John	3	22	Μετὰ ταῦτα ἦλθεν ὁ Ἰησοῦς καὶ οἱ μαθηταὶ αὐτοῦ εἰς τὴν Ἰουδαίαν γῆν, καὶ ἐκεῖ διέτριβεν μετ’ αὐτῶν καὶ ἐβάπτιζεν.	μετά οὗτος ἔρχομαι ὁ Ἰησοῦς καί ὁ μαθητής αὐτός εἰς ὁ Ἰουδαῖος γῆ καί ἐκεῖ διατρίβω μετά αὐτός καί βαπτίζω
John	3	23	ἦν δὲ καὶ ⸀ὁ Ἰωάννης βαπτίζων ἐν Αἰνὼν ἐγγὺς τοῦ Σαλείμ, ὅτι ὕδατα πολλὰ ἦν ἐκεῖ, καὶ παρεγίνοντο καὶ ἐβαπτίζοντο·	εἰμί δέ καί ὁ Ἰωάννης βαπτίζω ἐν Αἰνών ἐγγύς ὁ Σαλείμ ὅτι ὕδωρ πολύς εἰμί ἐκεῖ καί παραγίνομαι καί βαπτίζω
John	3	24	οὔπω γὰρ ἦν βεβλημένος εἰς τὴν φυλακὴν ⸀ὁ Ἰωάννης.	οὔπω γάρ εἰμί βάλλω εἰς ὁ φυλακή ὁ Ἰωάννης
John	3	25	Ἐγένετο οὖν ζήτησις ἐκ τῶν μαθητῶν Ἰωάννου μετὰ Ἰουδαίου περὶ καθαρισμοῦ.	γίνομαι οὖν ζήτησις ἐκ ὁ μαθητής Ἰωάννης μετά Ἰουδαῖος περί καθαρισμός
John	3	26	καὶ ἦλθον πρὸς τὸν Ἰωάννην καὶ εἶπαν αὐτῷ· Ῥαββί, ὃς ἦν μετὰ σοῦ πέραν τοῦ Ἰορδάνου, ᾧ σὺ μεμαρτύρηκας, ἴδε οὗτος βαπτίζει καὶ πάντες ἔρχονται πρὸς αὐτόν.	καί ἔρχομαι πρός ὁ Ἰωάννης καί λέγω αὐτός ῥαββί ὅς εἰμί μετά σύ πέραν ὁ Ἰορδάνης ὅς σύ μαρτυρέω ἴδε οὗτος βαπτίζω καί πᾶς ἔρχομαι πρός αὐτός
John	3	27	ἀπεκρίθη Ἰωάννης καὶ εἶπεν· Οὐ δύναται ἄνθρωπος λαμβάνειν ⸂οὐδὲ ἓν⸃ ἐὰν μὴ ᾖ δεδομένον αὐτῷ ἐκ τοῦ οὐρανοῦ.	ἀποκρίνομαι Ἰωάννης καί λέγω οὐ δύναμαι ἄνθρωπος λαμβάνω οὐδέ εἷς ἐάν μή εἰμί δίδωμι αὐτός ἐκ ὁ οὐρανός
John	3	28	αὐτοὶ ὑμεῖς ⸀μοι μαρτυρεῖτε ὅτι ⸀εἶπον· Οὐκ εἰμὶ ἐγὼ ὁ χριστός, ἀλλ’ ὅτι Ἀπεσταλμένος εἰμὶ ἔμπροσθεν ἐκείνου.	αὐτός σύ ἐγώ μαρτυρέω ὅτι λέγω οὐ εἰμί ἐγώ ὁ Χριστός ἀλλά ὅτι ἀποστέλλω εἰμί ἔμπροσθεν ἐκεῖνος
John	3	29	ὁ ἔχων τὴν νύμφην νυμφίος ἐστίν· ὁ δὲ φίλος τοῦ νυμφίου ὁ ἑστηκὼς καὶ ἀκούων αὐτοῦ, χαρᾷ χαίρει διὰ τὴν φωνὴν τοῦ νυμφίου. αὕτη οὖν ἡ χαρὰ ἡ ἐμὴ πεπλήρωται.	ὁ ἔχω ὁ νύμφη νυμφίος εἰμί ὁ δέ φίλος ὁ νυμφίος ὁ ἵστημι καί ἀκούω αὐτός χαρά χαίρω διά ὁ φωνή ὁ νυμφίος οὗτος οὖν ὁ χαρά ὁ ἐμός πληρόω
John	3	30	ἐκεῖνον δεῖ αὐξάνειν, ἐμὲ δὲ ἐλαττοῦσθαι.	ἐκεῖνος δέω αὐξάνω ἐγώ δέ ἐλαττόω
John	3	31	Ὁ ἄνωθεν ἐρχόμενος ἐπάνω πάντων ἐστίν. ὁ ὢν ἐκ τῆς γῆς ἐκ τῆς γῆς ἐστιν καὶ ἐκ τῆς γῆς λαλεῖ· ὁ ἐκ τοῦ οὐρανοῦ ἐρχόμενος ἐπάνω πάντων ἐστίν·	ὁ ἄνωθεν ἔρχομαι ἐπάνω πᾶς εἰμί ὁ εἰμί ἐκ ὁ γῆ ἐκ ὁ γῆ εἰμί καί ἐκ ὁ γῆ λαλέω ὁ ἐκ ὁ οὐρανός ἔρχομαι ἐπάνω πᾶς εἰμί
John	3	32	⸀ὃ ἑώρακεν καὶ ἤκουσεν τοῦτο μαρτυρεῖ, καὶ τὴν μαρτυρίαν αὐτοῦ οὐδεὶς λαμβάνει.	ὅς ὁράω καί ἀκούω οὗτος μαρτυρέω καί ὁ μαρτυρία αὐτός οὐδείς λαμβάνω
John	3	33	ὁ λαβὼν αὐτοῦ τὴν μαρτυρίαν ἐσφράγισεν ὅτι ὁ θεὸς ἀληθής ἐστιν.	ὁ λαμβάνω αὐτός ὁ μαρτυρία σφραγίζω ὅτι ὁ θεός ἀληθής εἰμί
John	3	34	ὃν γὰρ ἀπέστειλεν ὁ θεὸς τὰ ῥήματα τοῦ θεοῦ λαλεῖ, οὐ γὰρ ἐκ μέτρου ⸀δίδωσιν τὸ πνεῦμα.	ὅς γάρ ἀποστέλλω ὁ θεός ὁ ῥῆμα ὁ θεός λαλέω οὐ γάρ ἐκ μέτρον δίδωμι ὁ πνεῦμα
John	3	35	ὁ πατὴρ ἀγαπᾷ τὸν υἱόν, καὶ πάντα δέδωκεν ἐν τῇ χειρὶ αὐτοῦ.	ὁ πατήρ ἀγαπάω ὁ υἱός καί πᾶς δίδωμι ἐν ὁ χείρ αὐτός
John	3	36	ὁ πιστεύων εἰς τὸν υἱὸν ἔχει ζωὴν αἰώνιον· ὁ δὲ ἀπειθῶν τῷ υἱῷ οὐκ ὄψεται ζωήν, ἀλλ’ ἡ ὀργὴ τοῦ θεοῦ μένει ἐπ’ αὐτόν.	ὁ πιστεύω εἰς ὁ υἱός ἔχω ζωή αἰώνιος ὁ δέ ἀπειθέω ὁ υἱός οὐ ὁράω ζωή ἀλλά ὁ ὀργή ὁ θεός μένω ἐπί αὐτός
John	4	1	Ὡς οὖν ἔγνω ὁ ⸀Ἰησοῦς ὅτι ἤκουσαν οἱ Φαρισαῖοι ὅτι Ἰησοῦς πλείονας μαθητὰς ποιεῖ καὶ βαπτίζει ἢ Ἰωάννης—	ὡς οὖν γινώσκω ὁ Ἰησοῦς ὅτι ἀκούω ὁ Φαρισαῖος ὅτι Ἰησοῦς πολύς μαθητής ποιέω καί βαπτίζω ἤ Ἰωάννης
John	4	2	καίτοιγε Ἰησοῦς αὐτὸς οὐκ ἐβάπτιζεν ἀλλ’ οἱ μαθηταὶ αὐτοῦ—	καίτοιγε Ἰησοῦς αὐτός οὐ βαπτίζω ἀλλά ὁ μαθητής αὐτός
John	4	3	ἀφῆκεν τὴν Ἰουδαίαν καὶ ἀπῆλθεν ⸀πάλιν εἰς τὴν Γαλιλαίαν.	ἀφίημι ὁ Ἰουδαία καί ἀπέρχομαι πάλιν εἰς ὁ Γαλιλαία
John	4	4	ἔδει δὲ αὐτὸν διέρχεσθαι διὰ τῆς Σαμαρείας.	δέω δέ αὐτός διέρχομαι διά ὁ Σαμάρεια
John	4	5	ἔρχεται οὖν εἰς πόλιν τῆς Σαμαρείας λεγομένην Συχὰρ πλησίον τοῦ χωρίου ὃ ἔδωκεν Ἰακὼβ ⸀τῷ Ἰωσὴφ τῷ υἱῷ αὐτοῦ·	ἔρχομαι οὖν εἰς πόλις ὁ Σαμάρεια λέγω Συχάρ πλησίον ὁ χωρίον ὅς δίδωμι Ἰακώβ ὁ Ἰωσήφ ὁ υἱός αὐτός
John	4	6	ἦν δὲ ἐκεῖ πηγὴ τοῦ Ἰακώβ. ὁ οὖν Ἰησοῦς κεκοπιακὼς ἐκ τῆς ὁδοιπορίας ἐκαθέζετο οὕτως ἐπὶ τῇ πηγῇ· ὥρα ἦν ⸀ὡς ἕκτη.	εἰμί δέ ἐκεῖ πηγή ὁ Ἰακώβ ὁ οὖν Ἰησοῦς κοπιάω ἐκ ὁ ὁδοιπορία καθέζομαι οὕτω(ς) ἐπί ὁ πηγή ὥρα εἰμί ὡς ἕκτος
John	4	7	Ἔρχεται γυνὴ ἐκ τῆς Σαμαρείας ἀντλῆσαι ὕδωρ. λέγει αὐτῇ ὁ Ἰησοῦς· Δός μοι πεῖν·	ἔρχομαι γυνή ἐκ ὁ Σαμάρεια ἀντλέω ὕδωρ λέγω αὐτός ὁ Ἰησοῦς δίδωμι ἐγώ πίνω
John	4	8	οἱ γὰρ μαθηταὶ αὐτοῦ ἀπεληλύθεισαν εἰς τὴν πόλιν, ἵνα τροφὰς ἀγοράσωσιν.	ὁ γάρ μαθητής αὐτός ἀπέρχομαι εἰς ὁ πόλις ἵνα τροφή ἀγοράζω
John	4	9	λέγει οὖν αὐτῷ ἡ γυνὴ ἡ Σαμαρῖτις· Πῶς σὺ Ἰουδαῖος ὢν παρ’ ἐμοῦ πεῖν αἰτεῖς ⸂γυναικὸς Σαμαρίτιδος οὔσης⸃; οὐ γὰρ συγχρῶνται Ἰουδαῖοι Σαμαρίταις.	λέγω οὖν αὐτός ὁ γυνή ὁ Σαμαρῖτις πῶς σύ Ἰουδαῖος εἰμί παρά ἐγώ πίνω αἰτέω γυνή Σαμαρῖτις εἰμί οὐ γάρ συγχράομαι Ἰουδαῖος Σαμαρίτης
John	4	10	ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτῇ· Εἰ ᾔδεις τὴν δωρεὰν τοῦ θεοῦ καὶ τίς ἐστιν ὁ λέγων σοι· Δός μοι πεῖν, σὺ ἂν ᾔτησας αὐτὸν καὶ ἔδωκεν ἄν σοι ὕδωρ ζῶν.	ἀποκρίνομαι Ἰησοῦς καί λέγω αὐτός εἰ οἶδα ὁ δωρεά ὁ θεός καί τίς εἰμί ὁ λέγω σύ δίδωμι ἐγώ πίνω σύ ἄν αἰτέω αὐτός καί δίδωμι ἄν σύ ὕδωρ ζάω
John	4	11	λέγει αὐτῷ ⸂ἡ γυνή⸃· Κύριε, οὔτε ἄντλημα ἔχεις καὶ τὸ φρέαρ ἐστὶν βαθύ· πόθεν οὖν ἔχεις τὸ ὕδωρ τὸ ζῶν;	λέγω αὐτός ὁ γυνή κύριος οὔτε ἄντλημα ἔχω καί ὁ φρέαρ εἰμί βαθύς πόθεν οὖν ἔχω ὁ ὕδωρ ὁ ζάω
John	4	12	μὴ σὺ μείζων εἶ τοῦ πατρὸς ἡμῶν Ἰακώβ, ὃς ἔδωκεν ἡμῖν τὸ φρέαρ καὶ αὐτὸς ἐξ αὐτοῦ ἔπιεν καὶ οἱ υἱοὶ αὐτοῦ καὶ τὰ θρέμματα αὐτοῦ;	μή σύ μέγας εἰμί ὁ πατήρ ἐγώ Ἰακώβ ὅς δίδωμι ἐγώ ὁ φρέαρ καί αὐτός ἐκ αὐτός πίνω καί ὁ υἱός αὐτός καί ὁ θρέμμα αὐτός
John	4	13	ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτῇ· Πᾶς ὁ πίνων ἐκ τοῦ ὕδατος τούτου διψήσει πάλιν·	ἀποκρίνομαι Ἰησοῦς καί λέγω αὐτός πᾶς ὁ πίνω ἐκ ὁ ὕδωρ οὗτος διψάω πάλιν
John	4	14	ὃς δ’ ἂν πίῃ ἐκ τοῦ ὕδατος οὗ ἐγὼ δώσω αὐτῷ, οὐ μὴ ⸀διψήσει εἰς τὸν αἰῶνα, ἀλλὰ τὸ ὕδωρ ὃ δώσω αὐτῷ γενήσεται ἐν αὐτῷ πηγὴ ὕδατος ἁλλομένου εἰς ζωὴν αἰώνιον.	ὅς δέ ἄν πίνω ἐκ ὁ ὕδωρ ὅς ἐγώ δίδωμι αὐτός οὐ μή διψάω εἰς ὁ αἰών ἀλλά ὁ ὕδωρ ὅς δίδωμι αὐτός γίνομαι ἐν αὐτός πηγή ὕδωρ ἅλλομαι εἰς ζωή αἰώνιος
John	4	15	λέγει πρὸς αὐτὸν ἡ γυνή· Κύριε, δός μοι τοῦτο τὸ ὕδωρ, ἵνα μὴ διψῶ μηδὲ ⸀διέρχωμαι ἐνθάδε ἀντλεῖν.	λέγω πρός αὐτός ὁ γυνή κύριος δίδωμι ἐγώ οὗτος ὁ ὕδωρ ἵνα μή διψάω μηδέ διέρχομαι ἐνθάδε ἀντλέω
John	4	16	Λέγει ⸀αὐτῇ· Ὕπαγε φώνησον ⸂τὸν ἄνδρα σου⸃ καὶ ἐλθὲ ἐνθάδε.	λέγω αὐτός ὑπάγω φωνέω ὁ ἀνήρ σύ καί ἔρχομαι ἐνθάδε
John	4	17	ἀπεκρίθη ἡ γυνὴ καὶ εἶπεν ⸀αὐτῷ· Οὐκ ἔχω ἄνδρα. λέγει αὐτῇ ὁ Ἰησοῦς· Καλῶς εἶπας ὅτι Ἄνδρα οὐκ ἔχω·	ἀποκρίνομαι ὁ γυνή καί λέγω αὐτός οὐ ἔχω ἀνήρ λέγω αὐτός ὁ Ἰησοῦς καλῶς λέγω ὅτι ἀνήρ οὐ ἔχω
John	4	18	πέντε γὰρ ἄνδρας ἔσχες, καὶ νῦν ὃν ἔχεις οὐκ ἔστιν σου ἀνήρ· τοῦτο ἀληθὲς εἴρηκας.	πέντε γάρ ἀνήρ ἔχω καί νῦν ὅς ἔχω οὐ εἰμί σύ ἀνήρ οὗτος ἀληθής λέγω
John	4	19	λέγει αὐτῷ ἡ γυνή· Κύριε, θεωρῶ ὅτι προφήτης εἶ σύ.	λέγω αὐτός ὁ γυνή κύριος θεωρέω ὅτι προφήτης εἰμί σύ
John	4	20	οἱ πατέρες ἡμῶν ἐν τῷ ὄρει τούτῳ προσεκύνησαν· καὶ ὑμεῖς λέγετε ὅτι ἐν Ἱεροσολύμοις ἐστὶν ὁ τόπος ὅπου ⸂προσκυνεῖν δεῖ⸃.	ὁ πατήρ ἐγώ ἐν ὁ ὄρος οὗτος προσκυνέω καί σύ λέγω ὅτι ἐν Ἱεροσόλυμα εἰμί ὁ τόπος ὅπου προσκυνέω δέω
John	4	21	λέγει αὐτῇ ὁ Ἰησοῦς· ⸂Πίστευέ μοι, γύναι⸃, ὅτι ἔρχεται ὥρα ὅτε οὔτε ἐν τῷ ὄρει τούτῳ οὔτε ἐν Ἱεροσολύμοις προσκυνήσετε τῷ πατρί.	λέγω αὐτός ὁ Ἰησοῦς πιστεύω ἐγώ γυνή ὅτι ἔρχομαι ὥρα ὅτε οὔτε ἐν ὁ ὄρος οὗτος οὔτε ἐν Ἱεροσόλυμα προσκυνέω ὁ πατήρ
John	4	22	ὑμεῖς προσκυνεῖτε ὃ οὐκ οἴδατε, ἡμεῖς προσκυνοῦμεν ὃ οἴδαμεν, ὅτι ἡ σωτηρία ἐκ τῶν Ἰουδαίων ἐστίν·	σύ προσκυνέω ὅς οὐ οἶδα ἐγώ προσκυνέω ὅς οἶδα ὅτι ὁ σωτηρία ἐκ ὁ Ἰουδαῖος εἰμί
John	4	23	ἀλλὰ ἔρχεται ὥρα καὶ νῦν ἐστιν, ὅτε οἱ ἀληθινοὶ προσκυνηταὶ προσκυνήσουσιν τῷ πατρὶ ἐν πνεύματι καὶ ἀληθείᾳ, καὶ γὰρ ὁ πατὴρ τοιούτους ζητεῖ τοὺς προσκυνοῦντας αὐτόν·	ἀλλά ἔρχομαι ὥρα καί νῦν εἰμί ὅτε ὁ ἀληθινός προσκυνητής προσκυνέω ὁ πατήρ ἐν πνεῦμα καί ἀλήθεια καί γάρ ὁ πατήρ τοιοῦτος ζητέω ὁ προσκυνέω αὐτός
John	4	24	πνεῦμα ὁ θεός, καὶ τοὺς προσκυνοῦντας αὐτὸν ἐν πνεύματι καὶ ἀληθείᾳ δεῖ προσκυνεῖν.	πνεῦμα ὁ θεός καί ὁ προσκυνέω αὐτός ἐν πνεῦμα καί ἀλήθεια δέω προσκυνέω
John	4	25	λέγει αὐτῷ ἡ γυνή· Οἶδα ὅτι Μεσσίας ἔρχεται, ὁ λεγόμενος χριστός· ὅταν ἔλθῃ ἐκεῖνος, ἀναγγελεῖ ἡμῖν ⸀ἅπαντα.	λέγω αὐτός ὁ γυνή οἶδα ὅτι Μεσσίας ἔρχομαι ὁ λέγω Χριστός ὅταν ἔρχομαι ἐκεῖνος ἀναγγέλλω ἐγώ ἅπας
John	4	26	λέγει αὐτῇ ὁ Ἰησοῦς· Ἐγώ εἰμι, ὁ λαλῶν σοι.	λέγω αὐτός ὁ Ἰησοῦς ἐγώ εἰμί ὁ λαλέω σύ
John	4	27	Καὶ ἐπὶ τούτῳ ἦλθαν οἱ μαθηταὶ αὐτοῦ, καὶ ⸀ἐθαύμαζον ὅτι μετὰ γυναικὸς ἐλάλει· οὐδεὶς μέντοι εἶπεν· Τί ζητεῖς; ἢ τί λαλεῖς μετ’ αὐτῆς;	καί ἐπί οὗτος ἔρχομαι ὁ μαθητής αὐτός καί θαυμάζω ὅτι μετά γυνή λαλέω οὐδείς μέντοι λέγω τίς ζητέω ἤ τίς λαλέω μετά αὐτός
John	4	28	ἀφῆκεν οὖν τὴν ὑδρίαν αὐτῆς ἡ γυνὴ καὶ ἀπῆλθεν εἰς τὴν πόλιν καὶ λέγει τοῖς ἀνθρώποις·	ἀφίημι οὖν ὁ ὑδρία αὐτός ὁ γυνή καί ἀπέρχομαι εἰς ὁ πόλις καί λέγω ὁ ἄνθρωπος
John	4	29	Δεῦτε ἴδετε ἄνθρωπον ὃς εἶπέ μοι πάντα ⸀ὅσα ἐποίησα· μήτι οὗτός ἐστιν ὁ χριστός;	δεῦτε ὁράω ἄνθρωπος ὅς λέγω ἐγώ πᾶς ὅσος ποιέω μήτι οὗτος εἰμί ὁ Χριστός
John	4	30	ἐξῆλθον ἐκ τῆς πόλεως καὶ ἤρχοντο πρὸς αὐτόν.	ἐξέρχομαι ἐκ ὁ πόλις καί ἔρχομαι πρός αὐτός
John	4	31	⸀Ἐν τῷ μεταξὺ ἠρώτων αὐτὸν οἱ μαθηταὶ λέγοντες· Ῥαββί, φάγε.	ἐν ὁ μεταξύ ἐρωτάω αὐτός ὁ μαθητής λέγω ῥαββί ἐσθίω
John	4	32	ὁ δὲ εἶπεν αὐτοῖς· Ἐγὼ βρῶσιν ἔχω φαγεῖν ἣν ὑμεῖς οὐκ οἴδατε.	ὁ δέ λέγω αὐτός ἐγώ βρῶσις ἔχω ἐσθίω ὅς σύ οὐ οἶδα
John	4	33	ἔλεγον οὖν οἱ μαθηταὶ πρὸς ἀλλήλους· Μή τις ἤνεγκεν αὐτῷ φαγεῖν;	λέγω οὖν ὁ μαθητής πρός ἀλλήλων μή τις φέρω αὐτός ἐσθίω
John	4	34	λέγει αὐτοῖς ὁ Ἰησοῦς· Ἐμὸν βρῶμά ἐστιν ἵνα ⸀ποιήσω τὸ θέλημα τοῦ πέμψαντός με καὶ τελειώσω αὐτοῦ τὸ ἔργον.	λέγω αὐτός ὁ Ἰησοῦς ἐμός βρῶμα εἰμί ἵνα ποιέω ὁ θέλημα ὁ πέμπω ἐγώ καί τελειόω αὐτός ὁ ἔργον
John	4	35	οὐχ ὑμεῖς λέγετε ὅτι Ἔτι τετράμηνός ἐστιν καὶ ὁ θερισμὸς ἔρχεται; ἰδοὺ λέγω ὑμῖν, ἐπάρατε τοὺς ὀφθαλμοὺς ὑμῶν καὶ θεάσασθε τὰς χώρας ὅτι λευκαί εἰσιν πρὸς θερισμόν· ἤδη	οὐ σύ λέγω ὅτι ἔτι τετράμηνος εἰμί καί ὁ θερισμός ἔρχομαι ἰδού λέγω σύ ἐπαίρω ὁ ὀφθαλμός σύ καί θεάομαι ὁ χώρα ὅτι λευκός εἰμί πρός θερισμός ἤδη
John	4	36	⸀ὁ θερίζων μισθὸν λαμβάνει καὶ συνάγει καρπὸν εἰς ζωὴν αἰώνιον, ⸀ἵνα ὁ σπείρων ὁμοῦ χαίρῃ καὶ ὁ θερίζων.	ὁ θερίζω μισθός λαμβάνω καί συνάγω καρπός εἰς ζωή αἰώνιος ἵνα ὁ σπείρω ὁμοῦ χαίρω καί ὁ θερίζω
John	4	37	ἐν γὰρ τούτῳ ὁ λόγος ⸀ἐστὶν ἀληθινὸς ὅτι Ἄλλος ἐστὶν ὁ σπείρων καὶ ἄλλος ὁ θερίζων·	ἐν γάρ οὗτος ὁ λόγος εἰμί ἀληθινός ὅτι ἄλλος εἰμί ὁ σπείρω καί ἄλλος ὁ θερίζω
John	4	38	ἐγὼ ἀπέστειλα ὑμᾶς θερίζειν ὃ οὐχ ὑμεῖς κεκοπιάκατε· ἄλλοι κεκοπιάκασιν, καὶ ὑμεῖς εἰς τὸν κόπον αὐτῶν εἰσεληλύθατε.	ἐγώ ἀποστέλλω σύ θερίζω ὅς οὐ σύ κοπιάω ἄλλος κοπιάω καί σύ εἰς ὁ κόπος αὐτός εἰσέρχομαι
John	4	39	Ἐκ δὲ τῆς πόλεως ἐκείνης πολλοὶ ἐπίστευσαν εἰς αὐτὸν τῶν Σαμαριτῶν διὰ τὸν λόγον τῆς γυναικὸς μαρτυρούσης ὅτι Εἶπέν μοι πάντα ⸀ἃ ἐποίησα.	ἐκ δέ ὁ πόλις ἐκεῖνος πολύς πιστεύω εἰς αὐτός ὁ Σαμαρίτης διά ὁ λόγος ὁ γυνή μαρτυρέω ὅτι λέγω ἐγώ πᾶς ὅς ποιέω
John	4	40	ὡς οὖν ἦλθον πρὸς αὐτὸν οἱ Σαμαρῖται, ἠρώτων αὐτὸν μεῖναι παρ’ αὐτοῖς· καὶ ἔμεινεν ἐκεῖ δύο ἡμέρας.	ὡς οὖν ἔρχομαι πρός αὐτός ὁ Σαμαρίτης ἐρωτάω αὐτός μένω παρά αὐτός καί μένω ἐκεῖ δύο ἡμέρα
John	4	41	καὶ πολλῷ πλείους ἐπίστευσαν διὰ τὸν λόγον αὐτοῦ,	καί πολύς πολύς πιστεύω διά ὁ λόγος αὐτός
John	4	42	τῇ τε γυναικὶ ἔλεγον ὅτι Οὐκέτι διὰ τὴν σὴν λαλιὰν πιστεύομεν· αὐτοὶ γὰρ ἀκηκόαμεν, καὶ οἴδαμεν ὅτι οὗτός ἐστιν ἀληθῶς ὁ σωτὴρ τοῦ ⸀κόσμου.	ὁ τέ γυνή λέγω ὅτι οὐκέτι διά ὁ σός λαλιά πιστεύω αὐτός γάρ ἀκούω καί οἶδα ὅτι οὗτος εἰμί ἀληθῶς ὁ σωτήρ ὁ κόσμος
John	4	43	Μετὰ δὲ τὰς δύο ἡμέρας ἐξῆλθεν ⸀ἐκεῖθεν εἰς τὴν Γαλιλαίαν·	μετά δέ ὁ δύο ἡμέρα ἐξέρχομαι ἐκεῖθεν εἰς ὁ Γαλιλαία
John	4	44	αὐτὸς ⸀γὰρ Ἰησοῦς ἐμαρτύρησεν ὅτι προφήτης ἐν τῇ ἰδίᾳ πατρίδι τιμὴν οὐκ ἔχει.	αὐτός γάρ Ἰησοῦς μαρτυρέω ὅτι προφήτης ἐν ὁ ἴδιος πατρίς τιμή οὐ ἔχω
John	4	45	ὅτε οὖν ἦλθεν εἰς τὴν Γαλιλαίαν, ἐδέξαντο αὐτὸν οἱ Γαλιλαῖοι, πάντα ἑωρακότες ⸀ὅσα ἐποίησεν ἐν Ἱεροσολύμοις ἐν τῇ ἑορτῇ, καὶ αὐτοὶ γὰρ ἦλθον εἰς τὴν ἑορτήν.	ὅτε οὖν ἔρχομαι εἰς ὁ Γαλιλαία δέχομαι αὐτός ὁ Γαλιλαῖος πᾶς ὁράω ὅσος ποιέω ἐν Ἱεροσόλυμα ἐν ὁ ἑορτή καί αὐτός γάρ ἔρχομαι εἰς ὁ ἑορτή
John	4	46	Ἦλθεν οὖν ⸀πάλιν εἰς τὴν Κανὰ τῆς Γαλιλαίας, ὅπου ἐποίησεν τὸ ὕδωρ οἶνον. καὶ ἦν τις βασιλικὸς οὗ ὁ υἱὸς ἠσθένει ἐν Καφαρναούμ.	ἔρχομαι οὖν πάλιν εἰς ὁ Κανά ὁ Γαλιλαία ὅπου ποιέω ὁ ὕδωρ οἶνος καί εἰμί τις βασιλικός ὅς ὁ υἱός ἀσθενέω ἐν Καφαρναούμ
John	4	47	οὗτος ἀκούσας ὅτι Ἰησοῦς ἥκει ἐκ τῆς Ἰουδαίας εἰς τὴν Γαλιλαίαν ἀπῆλθεν πρὸς αὐτὸν καὶ ⸀ἠρώτα ἵνα καταβῇ καὶ ἰάσηται αὐτοῦ τὸν υἱόν, ἤμελλεν γὰρ ἀποθνῄσκειν.	οὗτος ἀκούω ὅτι Ἰησοῦς ἥκω ἐκ ὁ Ἰουδαία εἰς ὁ Γαλιλαία ἀπέρχομαι πρός αὐτός καί ἐρωτάω ἵνα καταβαίνω καί ἰάομαι αὐτός ὁ υἱός μέλλω γάρ ἀποθνῄσκω
John	4	48	εἶπεν οὖν ὁ Ἰησοῦς πρὸς αὐτόν· Ἐὰν μὴ σημεῖα καὶ τέρατα ἴδητε, οὐ μὴ πιστεύσητε.	λέγω οὖν ὁ Ἰησοῦς πρός αὐτός ἐάν μή σημεῖον καί τέρας ὁράω οὐ μή πιστεύω
John	4	49	λέγει πρὸς αὐτὸν ὁ βασιλικός· Κύριε, κατάβηθι πρὶν ἀποθανεῖν τὸ παιδίον μου.	λέγω πρός αὐτός ὁ βασιλικός κύριος καταβαίνω πρίν ἀποθνῄσκω ὁ παιδίον ἐγώ
John	4	50	λέγει αὐτῷ ὁ Ἰησοῦς· Πορεύου· ὁ υἱός σου ζῇ. ⸀ἐπίστευσεν ὁ ἄνθρωπος τῷ λόγῳ ⸀ὃν εἶπεν αὐτῷ ὁ Ἰησοῦς καὶ ἐπορεύετο.	λέγω αὐτός ὁ Ἰησοῦς πορεύομαι ὁ υἱός σύ ζάω πιστεύω ὁ ἄνθρωπος ὁ λόγος ὅς λέγω αὐτός ὁ Ἰησοῦς καί πορεύομαι
John	4	51	ἤδη δὲ αὐτοῦ καταβαίνοντος οἱ δοῦλοι αὐτοῦ ⸀ὑπήντησαν ⸀αὐτῷ λέγοντες ὅτι ὁ παῖς ⸀αὐτοῦ ζῇ.	ἤδη δέ αὐτός καταβαίνω ὁ δοῦλος αὐτός ὑπαντάω αὐτός λέγω ὅτι ὁ παῖς αὐτός ζάω
John	4	52	ἐπύθετο οὖν ⸂τὴν ὥραν παρ’ αὐτῶν⸃ ἐν ᾗ κομψότερον ἔσχεν· ⸂εἶπαν οὖν⸃ αὐτῷ ὅτι ⸀Ἐχθὲς ὥραν ἑβδόμην ἀφῆκεν αὐτὸν ὁ πυρετός.	πυνθάνομαι οὖν ὁ ὥρα παρά αὐτός ἐν ὅς κομψότερον ἔχω λέγω οὖν αὐτός ὅτι ἐχθές ὥρα ἕβδομος ἀφίημι αὐτός ὁ πυρετός
